SessionID,SessionDate,SessionDuration,SessionFrequency,RecordID,Timestamp,timeIntervalSince1970,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,MagX,MagY,MagZ
0,38:58.8,0:23,60,0,38:58.8,1540931939,-0.171710773,-0.44572688,-0.103311209,0.071121216,-0.13835144,-1.048599243,40.74794006,28.28944397,-76.89674377
0,38:58.8,0:23,60,0,38:58.9,1540931939,-0.135502702,-0.069837139,-0.062163506,0.024291992,-0.188186646,-1.009124756,40.6590271,28.46276855,-76.73902893
0,38:58.8,0:23,60,0,38:58.9,1540931939,-0.058512579,0.157536365,-0.035130024,0.054092407,-0.153060913,-1.031112671,40.920578,28.33343506,-76.729599
0,38:58.8,0:23,60,0,38:58.9,1540931939,0.010897655,0.135293643,-0.049095375,0.083969116,-0.136428833,-1.029907227,40.95025635,28.17259216,-76.5778656
0,38:58.8,0:23,60,0,38:58.9,1540931939,0.02978213,0.011873171,-0.065315091,0.090942383,-0.140869141,-1.003616333,40.95025635,28.17259216,-76.5778656
0,38:58.8,0:23,60,0,38:58.9,1540931939,-0.10691633,-0.048637844,-0.022522353,0.076782227,-0.139648438,-0.988525391,40.78399658,28.4384613,-76.57702637
0,38:58.8,0:23,60,0,38:58.9,1540931939,-0.173546224,-0.073879817,-0.041812961,0.063354492,-0.120880127,-0.994796753,40.59783936,28.47503662,-76.66384888
0,38:58.8,0:23,60,0,38:59.0,1540931939,-0.167951988,-0.162411281,-0.095466602,0.058990479,-0.106582642,-1.017730713,40.52622986,28.87744141,-76.7308197
0,38:58.8,0:23,60,0,38:59.0,1540931939,-0.119432921,-0.169220984,-0.131895982,0.057373047,-0.103240967,-1.015472412,40.55020142,28.40675354,-76.66896057
0,38:58.8,0:23,60,0,38:59.0,1540931939,-0.054374026,-0.100481068,-0.16716529,0.048522949,-0.113800049,-0.989639282,40.22747803,28.5483551,-76.60319519
0,38:58.8,0:23,60,0,38:59.0,1540931939,-0.000636496,-0.001373126,-0.195969241,0.040618896,-0.127593994,-0.962356567,40.22747803,28.5483551,-76.60319519
0,38:58.8,0:23,60,0,38:59.0,1540931939,0.001842907,0.039661393,-0.185210603,0.031295776,-0.16192627,-0.955780029,40.01683044,28.74630737,-76.21699524
0,38:58.8,0:23,60,0,38:59.0,1540931939,0.001842907,0.039661393,-0.185210603,0.031295776,-0.16192627,-0.955780029,39.87831116,28.85116577,-76.2986908
0,38:58.8,0:23,60,0,38:59.1,1540931939,-0.21272665,0.111742777,-0.114393155,0.012527466,-0.20892334,-0.943023682,39.98518372,28.90696716,-76.60301208
0,38:58.8,0:23,60,0,38:59.1,1540931939,-0.21272665,0.111742777,-0.114393155,0.012527466,-0.20892334,-0.943023682,39.94194031,29.14839172,-76.67443848
0,38:58.8,0:23,60,0,38:59.1,1540931939,-0.290374307,0.160993414,-0.072550101,0.025894165,-0.190628052,-1.009552002,40.11521912,29.19242859,-76.42918396
0,38:58.8,0:23,60,0,38:59.1,1540931939,-0.159693792,0.161760937,-0.037242177,0.033355713,-0.168502808,-1.048309326,40.11521912,29.19242859,-76.42918396
0,38:58.8,0:23,60,0,38:59.1,1540931939,-0.159693792,0.161760937,-0.037242177,0.033355713,-0.168502808,-1.048309326,40.07392883,29.43403625,-76.26634216
0,38:58.8,0:23,60,0,38:59.1,1540931939,-0.031840221,0.082606463,-0.024520257,0.03729248,-0.158508301,-1.040298462,40.01144409,29.44619751,-76.34733582
0,38:58.8,0:23,60,0,38:59.2,1540931939,-0.061449246,-0.031832765,-0.006449644,0.025192261,-0.176071167,-0.995071411,39.82463074,29.48268127,-76.51225281
0,38:58.8,0:23,60,0,38:59.2,1540931939,-0.182157289,0.024509338,-0.011705392,0.013214111,-0.181900024,-0.960876465,39.79884338,29.6439209,-76.19543457
0,38:58.8,0:23,60,0,38:59.2,1540931939,-0.262870511,0.076089708,-0.004126302,0.020889282,-0.188323975,-0.966812134,39.84648132,29.71220398,-76.19029236
0,38:58.8,0:23,60,0,38:59.2,1540931939,-0.246212705,0.058542672,0.016194416,0.037963867,-0.186233521,-1.00138855,39.83293152,29.79275513,-76.10997009
0,38:58.8,0:23,60,0,38:59.2,1540931939,-0.246212705,0.058542672,0.016194416,0.04574585,-0.176116943,-1.019210815,39.83293152,29.79275513,-76.10997009
0,38:58.8,0:23,60,0,38:59.2,1540931939,-0.122216457,-0.094102797,0.023472303,0.044052124,-0.175338745,-1.006622314,39.94566345,29.84915161,-75.71144104
0,38:58.8,0:23,60,0,38:59.3,1540931939,-0.114595023,-0.179610242,0.020152406,0.036437988,-0.19078064,-0.978378296,39.71432495,30.12693787,-76.10397339
0,38:58.8,0:23,60,0,38:59.3,1540931939,-0.114595023,-0.179610242,0.020152406,0.013183594,-0.208145142,-0.94909668,39.68087769,29.97817993,-76.11134338
0,38:58.8,0:23,60,0,38:59.3,1540931939,-0.158201622,-0.11739001,-0.017240506,-0.010192871,-0.213531494,-0.916549683,39.43418884,30.02708435,-76.0448761
0,38:58.8,0:23,60,0,38:59.3,1540931939,-0.140954725,0.023199329,-0.053480536,-0.019607544,-0.215759277,-0.903167725,39.45999146,29.86584473,-76.36170959
0,38:58.8,0:23,60,0,38:59.3,1540931939,-0.089022285,0.156884689,-0.069391059,-0.012832642,-0.220504761,-0.915939331,39.45999146,29.86584473,-76.36170959
0,38:58.8,0:23,60,0,38:59.3,1540931939,-0.013049489,0.162640846,-0.068331387,-0.001953125,-0.233413696,-0.962677002,39.5423584,30.08302307,-76.19303894
0,38:58.8,0:23,60,0,38:59.4,1540931939,0.025748507,0.0303121,-0.06850396,0.011535645,-0.232162476,-0.990615845,39.33876038,30.19976807,-76.66810608
0,38:58.8,0:23,60,0,38:59.4,1540931939,0.010630274,-0.121955467,-0.092247106,0.005142212,-0.228286743,-0.982788086,39.05926514,30.09996033,-76.53089905
0,38:58.8,0:23,60,0,38:59.4,1540931939,-0.048856489,-0.176392344,-0.130850958,-0.022872925,-0.236572266,-0.95880127,38.91439819,29.89492798,-76.78059387
0,38:58.8,0:23,60,0,38:59.4,1540931939,-0.149578307,-0.124577083,-0.133975379,-0.031570435,-0.25151062,-0.941711426,38.9440918,29.73408508,-76.62886047
0,38:58.8,0:23,60,0,38:59.4,1540931939,-0.230580482,0.012354671,-0.101661115,-0.028091431,-0.270568848,-0.959060669,38.9440918,29.73408508,-76.62886047
0,38:58.8,0:23,60,0,38:59.4,1540931939,-0.216827385,0.142818938,-0.031897479,-0.016815186,-0.276397705,-1.019882202,38.87440491,30.13665771,-76.46153259
0,38:58.8,0:23,60,0,38:59.5,1540931939,-0.137383959,0.191613375,0.017403225,0.007949829,-0.25680542,-1.086120605,38.86805725,29.82676697,-76.62954712
0,38:58.8,0:23,60,0,38:59.5,1540931939,-0.076581061,0.165955682,0.066616578,0.024337769,-0.230651855,-1.130859375,38.67274475,30.25360107,-76.70233154
0,38:58.8,0:23,60,0,38:59.5,1540931939,-0.054219563,0.09090008,0.118990836,0.030838013,-0.22354126,-1.162261963,38.72822571,29.93148804,-76.86741638
0,38:58.8,0:23,60,0,38:59.5,1540931940,-0.10763352,0.02744787,0.156405587,0.021148682,-0.221817017,-1.171035767,38.92793274,29.81436157,-76.86091614
0,38:58.8,0:23,60,0,38:59.5,1540931940,-0.189918806,0.033470076,0.200338157,0.013519287,-0.207687378,-1.168228149,38.94213867,29.73388672,-76.86314392
0,38:58.8,0:23,60,0,38:59.5,1540931940,-0.222042654,0.104941863,0.256118865,0.0103302,-0.1900177,-1.189697266,38.94213867,29.73388672,-76.86314392
0,38:58.8,0:23,60,0,38:59.6,1540931940,-0.181276848,0.186594382,0.295831657,0.014465332,-0.161087036,-1.228088379,39.09353638,29.54840088,-76.93988037
0,38:58.8,0:23,60,0,38:59.6,1540931940,-0.084155624,0.194383595,0.278684095,0.019927979,-0.117111206,-1.256637573,39.20433044,29.60461426,-76.77565002
0,38:58.8,0:23,60,0,38:59.6,1540931940,0.032011463,0.092858835,0.2335547,0.023910522,-0.089797974,-1.26083374,39.17024231,29.45576477,-76.86108398
0,38:58.8,0:23,60,0,38:59.6,1540931940,0.116471486,-0.01487695,0.194850447,0.026992798,-0.097122192,-1.225708008,39.30551147,29.35061646,-77.16989136
0,38:58.8,0:23,60,0,38:59.6,1540931940,0.092720084,0.040457412,0.208845625,0.045730591,-0.106246948,-1.138458252,39.43894958,28.93598938,-77.1000061
0,38:58.8,0:23,60,0,38:59.6,1540931940,-0.028031635,0.228297887,0.318334303,0.075927734,-0.116958618,-1.074905396,39.43894958,28.93598938,-77.1000061
0,38:58.8,0:23,60,0,38:59.7,1540931940,-0.160227755,0.438846337,0.456767014,0.095993042,-0.124465942,-1.077865601,39.87965393,28.46014404,-77.24986267
